module_name,class_name,candidate_group,direct_param_count,has_weight,weight_shape,direct_param_dtypes
model.thinker.model.layers.21.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.21.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.21.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.21.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.21.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.21.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.21.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.21.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.21.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.22,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.22.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.22.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.22.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.22.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.22.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.22.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.22.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.22.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.22.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.22.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.22.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.22.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.22.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.22.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.23,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.23.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.23.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.23.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.23.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.23.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.23.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.23.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.23.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.23.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.23.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.23.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.23.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.23.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.23.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.24,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.24.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.24.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.24.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.24.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.24.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.24.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.24.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.24.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.24.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.24.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.24.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.24.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.24.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.24.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.25,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.25.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.25.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.25.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.25.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.25.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.25.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.25.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.25.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.25.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.25.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.25.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.25.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.25.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.25.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.26,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.26.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.26.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.26.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.26.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.26.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.26.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.26.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.26.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.26.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.26.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.26.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.26.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.26.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.26.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.27,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.27.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.27.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.27.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.27.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.27.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.27.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.27.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.27.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.27.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.27.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.27.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.27.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.27.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.27.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.norm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.rotary_emb,Qwen3ASRThinkerTextRotaryEmbedding,,0,False,,
model.thinker.lm_head,Linear,review_only,311164928,True,151936x2048,float16
